Title,Review
불량한 나의 구원자,잔잔한 이야기에 절로 미소가    등장인물들이 소소한 일상에서 감사와 행복을 느껴서 더욱 감동적인 것 같아요  가슴 따뜻한 이야기 추천하고 싶습니다 
불량한 나의 구원자,  금인게 그저 아쉬울뿐입니다    
불량한 나의 구원자,사람은 옆에 어떤 사람을 두느냐에 따라 자신의 능력을 제대로 발휘할 수도 그렇지 못할 수도 있다는 생각이 드는 작품이었습니다 말투는 살갑지 못해도 진실한 조언과 마음을 준 남주 덕분에 여주도 제대로 잘 어려움을 해쳐나갈 수 있었네요 재밌게 잘 봤습니다
불량한 나의 구원자,고구마 캐릭터가 없어서 좋은데요  조민혜 작가님 잘 봤어요
불량한 나의 구원자,한번에 쉼없이 읽어내렸네요 
불량한 나의 구원자,해피엔딩이라 좋아요  
불량한 나의 구원자,넘넘 재밌어서 달리고 있어요   일러부터 스토리까지 제 취향이어서 시작했는데 꿀잼이고 긴장감도 있고 아주 띵작이에요   작가님 필력 정말 최고십니당   
불량한 나의 구원자,무겁지 않게 재미있게 읽을 수 있었어요 
불량한 나의 구원자,조금 무거운거같으면서 재미있어요
불량한 나의 구원자,여주 남주 둘 다 성격이 너무 매력있어요
불량한 나의 구원자,주인공들이 다 시원시원해서 좋네요
불량한 나의 구원자,재밌게 잘 봤습니다 
불량한 나의 구원자,여주가 답답하지 않아 좋아요 
불량한 나의 구원자,시원시원한 주인공들   재밌게 잘 읽었습니다  
불량한 나의 구원자,하루만에 다 읽었네요 재밌게 잘 읽었어요
불량한 나의 구원자,여름 태풍오고 비오는 날 같은 소설이에요   짧아서 아쉬울뿐 주변인물 서사도 너무 좋았습니다 
불량한 나의 구원자,주인공들이 매력적이에요  재밌게 보는 중입니다 
불량한 나의 구원자,여주 성격이 맘에 들어용  
불량한 나의 구원자,여주 성격 좋고 재밌어요
불량한 나의 구원자,여주의 성격이 정말 매력적입니다 재밌었어요
불량한 나의 구원자,남여주 좋아요 완결까지 나와서 더 좋네요
불량한 나의 구원자,조폭 남주가 도망쳐 와서 여주 만나는 것만 보다가 조폭 가문의 딸이 도망와서 남주를 만나게 되는 걸 보니까 새로웠어요   주변에 믿을 사람이 없어서 섬에서 몇일 본 강무를 믿을 수 밖에 없는 영서가 안타까우면서도 당차고 의연하게 헤쳐나가는 캐릭터라 좋았어요 까칠한 두 주인공이 서로에게 점점 마음을 여는 관계성이 좋았습니다 잘 읽었어요 
불량한 나의 구원자,글 초반에 비가 많이 오고 섬 안이라는 배경때문에 분위기가 눅눅하고 약간 스산하기까지한데 그게 참 멋있네요  캐릭터들도 입체적이고 매력적이고요  영서의 아버지가 하던 일과 죽음때문에 혹시나 이 중에 누가 배신자는 아닐까   이 사람의 과거는 무엇일까 이런 생각을 하면서 읽게되어 추측하는 재미도 있어요  강무가 말로는 좀 틱틱댄다고 해야하나 그런데 사실은 영서 생각해주는 면도 좋고요  둘이 대화하는 걸 보는 것도 하나의 재미 같아요  그나저나 영서가 너무 멋진 캐릭터같아요  센 성격이 마음에 들어요 
불량한 나의 구원자,재밌게 잘 읽었습니당 
불량한 나의 구원자,가볍게 봤는데 생각보다 분위기가 마음에 들어서 쭉 달렸어요  설정도 신선하고 주인공들 케미도 좋은데 구원서사라 재밌게 봤습니다
불량한 나의 구원자,남주 여주 둘다 캐릭터 매력이 대박이네요
불량한 나의 구원자,둘 관계성 오묘하네요    완결까지 계쏙 봐야겠어요
불량한 나의 구원자,여주 남주 둘다 취향이라 좋네요 재밌어요
불량한 나의 구원자,여주 설정이 넘나 신선해요  
불량한 나의 구원자,표지부터 섹시한데여    여주가 조폭이고 남주가 까칠해서 신선해요 잼게보는중 
불량한 나의 구원자,까칠한 사이다 남녀 둘이 만나니 글이 술술 읽히네요  강무의 매력에 푹 빠졌어요 
불량한 나의 구원자,여주가 답답하지 않고 도도한 매력이 있어요 츤데레 강무도 알고보니 요리 잘하는 다정한 직진남에 쌍방구원 서사까지 재미있습니다
어쩌다가 전원일기,신선하고 재밌습니다 
어쩌다가 전원일기,힐링물이고 희동리사람들이 참 재밌고 웃긴부분이 많았는데  이야기는 그닥 이라   너무 뻔해서 흥미진진하지는 않아 별 개를 뺐어요     뭔가 지치고 힘들때 보면 좋을 것 같네요  따뜻하고 재밌는 글이었어요 
어쩌다가 전원일기,식상하지 않고 신선한 소재와 톡톡 튀는 캐릭터가 마음에 들고 재밌는 에피소드가좋았어요 
어쩌다가 전원일기,글스타일이 마음에 들고 포근해서 재밌었어요
어쩌다가 전원일기,드라마처럼 눈에 그려져요  작가님 필력 굿
어쩌다가 전원일기,캐릭터 조항요 글구 술술 잘 읽혀요  
어쩌다가 전원일기,분위기가 좋아요   판매중지 전 단행본 표지가 더 마음에 들기는 하지만 그래도 이번 표지도 글 느낌이랑 잘 맞고 산뜻하네요 
어쩌다가 전원일기,기다렸던 신작      몽글몽글하고 좋아요
어쩌다가 전원일기,작품 분위기가 취향에 맞았고 캐릭터들도 매력적이라 좋았어요  재미있게 읽었습니다 
어쩌다가 전원일기,넘 재밌게 읽었어요
어쩌다가 전원일기,계속 읽게 되는 매력이 있어요
어쩌다가 전원일기,시골을 배경으로 펼쳐지는 잔잔하고 따뜻한 힐링 로코에다 주인공들도 호감가는 캐릭터라서 좋아요 
어쩌다가 전원일기,분위기가 좋고 힐링됩니다
어쩌다가 전원일기,유쾌하면서 재미있어요
어쩌다가 전원일기,드라마 원작이라 보고싶었어요
어쩌다가 전원일기,잔잔하고 좋네요  재밌게 읽고있어요
어쩌다가 전원일기,재미있게 봤어요   
어쩌다가 전원일기,원작이라 기대했는데 재밌게 읽었어요 
어쩌다가 전원일기,맘 편하게 즐길 수 있는 작품입니다
어쩌다가 전원일기,재밌는데 너무 잔잔해서 조금 지루해요 그래도 힐링물이라서 좋았어요
어쩌다가 전원일기,읽어보니까 재밌습니다 
어쩌다가 전원일기,드라마로 니온다니 기대되네요 재미있어요
어쩌다가 전원일기,힐링물 잘보겠습니다 
어쩌다가 전원일기,나오는 인물들이 진짜로 현실에 있을거같아요
어쩌다가 전원일기,힐링물 좋아요 재밌어요
어쩌다가 전원일기,재밌어요 힐링물 둘다 캐릭터가 밝고 선해서 좋은것 같아요
어쩌다가 전원일기,동네가 눈에 선하게 그려지고 인물들도 입체적이네요    잼나요
어쩌다가 전원일기,힐링되고 재미있어요
어쩌다가 전원일기,피폐나 막장에 절여진 뇌도 건강한 사랑이 보고싶을 때가 있어요  그럴 때는 상큼한 이작품을 보면 됩니다 
어쩌다가 전원일기,웹툰으로 봤었는데 소설로 보니 느낌이 또 다르네요  더 재밌는 것 같아요 
어쩌다가 전원일기,재밌게 보고 있어요   
어쩌다가 전원일기,재밌어요 그림도 예쁘고 내용도 좋아요
어쩌다가 전원일기,따뜻하고 정감가는 내용이라 좋아요  잔잔하고 편안한 느낌입니다  둘의 연애도 딱 그런 느낌이네요
어쩌다가 전원일기,힐링되고 넘 따뜻한 소설이네요 읽는내내 편안한 기분으로 볼 수 있어서 좋았어요
어쩌다가 전원일기,순박하게 재미난 이야기입니다 드라마된다니까 더 기대됩니다
어쩌다가 전원일기,전원생활 좋아요 따뜻해지는 소설이에요
어쩌다가 전원일기,희동리로 모두 귀농해요 가면 두 쥔공이랑 정겨운 이웃이랑 다 있는거죠  고향이 그리워    
어쩌다가 전원일기,드라마랑 비교하는 재미가 있어요
어쩌다가 전원일기,오랫만에 보는 힐링물이예요  추천합니다 
어쩌다가 전원일기,힐링이 제대로 되네요  자영이의 첫사랑이 어른되서 다시 만나게 되었으니  이루어지길 바랍니다  잔잔하면서도 쭉 보게되는 묘미가 있어요   
어쩌다가 전원일기,드라마나와서 보고있습니다
어쩌다가 전원일기,잔잔하지만 지루하지 않고 특유의 감성으로 읽을 수 있는 이야기였어요
어쩌다가 전원일기,재미있게 잘 봤습니다 힐링 느낌
어쩌다가 전원일기,재밌게 보고있어요 
어쩌다가 전원일기,가볍게 읽기에 좋고 재미있어요
어쩌다가 전원일기,재밌네요  읽고 나면 힐링되는 밝은 느낌의 소설이예요  등장 인물들도 다 재미지는데 글도 순식간에 읽혀요    화까지 읽었는데 이벤트 덕분에 소장도 하게 돼서 기쁘구요  뒷 이야기가 무척 궁금해서 얼른 마저 읽으러 가야겠어요 
어쩌다가 전원일기,완전 힐링재질이네요  부담없이 읽을 수 있어서 좋아요
어쩌다가 전원일기,웹툰으로 먼저 접했는데 뒷내용 넘 궁금해서 소설로 넘어왔어요    잔잔하게 흘러가는 힐링물인데  하나도 지루하지 않고 몽글몽글 넘 재밌습니다 
어쩌다가 전원일기,힐링물처럼 유쾌하고 재미있어요
삼사라(संसार)(15세 개정판),글 분위기도 맘에 들고 캐릭터도 매력적이에요
삼사라(संसार)(15세 개정판),스토리 전개가 흥미롭네용  
삼사라(संसार)(15세 개정판),둘이 처음 혼인을 올릴 때부터 어딘가 비틀려 있는 듯한 남주의 성격이 벌써 뭔가를 기억하고 계략을 꾸미고 있는 듯 한데  여주만 기억하지 못하는 것 같아 너무 궁금합니다  여주가 받는 대우가 너무 가슴아픈데 뒤에 숨겨진 사연이 더 풀릴 것 같아서 숨죽이고 읽고 있어요 피폐하면서 미스터리한 분위기가 긴장감을 더하고 남주가 첫장면에 보이는 집착이 언제부터 어떻게 시작된 것인지  두 사람의 전생 이야기도 빨리 보고 싶네요 
삼사라(संसार)(15세 개정판),전생 키워드가 있는 동양물의 미친 사랑 정말 몰입력있고 흥미롭고 재밌어요
삼사라(संसार)(15세 개정판),재미나는 스토리 전개네요  기대되네요 
삼사라(संसार)(15세 개정판),생명의 기운을 나눠갖기에 부부의 연을 맺었다   근데 남의 수명에 기생하는 존재를 일컬어 우리는 요괴라고 하죠   근데 또 다시  그 요괴가 없으면 삶이 지루해서 잠시도 이어나갈 수 없다니 이거 참 
삼사라(संसार)(15세 개정판),친절하지 않은 전개에 남주의 대사 하나하나가 떡밥일것 같아서 허투로 읽을수가 없어 정신 바짝 차리고 읽게 되네요 전생부터 이어지는 집착이 섬뜩하기도 애틋하기도 합니다 
삼사라(संसार)(15세 개정판),남주와 여주의 서사가 대박이네요
삼사라(संसार)(15세 개정판),전생의 인연 같은 소재를 좋아하는데 거기에 애증서사가 더해지니 더 재밌어요
삼사라(संसार)(15세 개정판),여주 남주 둘다 안타까운 이야기가 있네요
삼사라(संसार)(15세 개정판),이광의 집착이 집요하고  무섭네요  이서가 고생 꽤 하겠어요 
삼사라(संसार)(15세 개정판),주인공들의 관계성이 흥미진진해요
삼사라(संसार)(15세 개정판),다음 전개가 기대됩니다
삼사라(संसार)(15세 개정판),작품 분위기가 마음 에 듭니다 
삼사라(संसार)(15세 개정판),세계관이 독특하고 전개도 탄탄해서 재밌어요
삼사라(संसार)(15세 개정판),설정이 흥미롭고 남주매력에 푹빠져서 정주행했어요
삼사라(संसार)(15세 개정판),동양풍 좋아해서 기대되요
삼사라(संसार)(15세 개정판),캐릭터설정이 독특하고 재미있어요
삼사라(संसार)(15세 개정판),중독적인 소설이라 끊을 수가 없네요
삼사라(संसार)(15세 개정판),남주여주의 관계성이 재밌어요
삼사라(संसार)(15세 개정판),소재랑 설정이 재미있어 보여서 보기 시작했는데 스토리가 흥미진진해서 재미있게 보고 있어요  앞으로 전개도 기대됩니다 
삼사라(संसार)(15세 개정판),글의초반이라 이광이 어떤사람인지 글의내용이어떻게 흘러갈지 흥미롭게보고있습니다 
삼사라(संसार)(15세 개정판),하 여주 짠해 죽겠어요        여주 잘못은 없잖아           
삼사라(संसार)(15세 개정판),즐겁게 보고 있습니다    캐릭터들이 매력적이예요  둘이 어찌될지 두근두근해요    스토리도 흥미진진합니다 
삼사라(संसार)(15세 개정판),남주 여주에게 겁나 상처 주네
삼사라(संसार)(15세 개정판),전생과 현생을 넘나들어서 사알짝 산만하긴합니다  떡밥들 차곡차곡 잘 모아놨다가 찬찬히 살펴봐야겠어요 
삼사라(संसार)(15세 개정판),고려  조선을 배경으로 펼쳐지는 스토리가 흥미롭고 매력적이네요 재밌게 보고 있어요
삼사라(संसार)(15세 개정판),이서를 외면한 줄 알았는데 이서뿐이었다니   설정 맛도리   
삼사라(संसार)(15세 개정판),재미있네요 자꾸 복습하게 됩니다
삼사라(संसार)(15세 개정판),재밌어요 특히 이서에게 미친 남주 
삼사라(संसार)(15세 개정판),와 남주는 첨부터 여주밖에 없었군요
삼사라(संसार)(15세 개정판),전생에 무슨일이 있었는지 궁금해욥
삼사라(संसार)(15세 개정판),동양풍 로맨스는 꼭 시도하는데 넘 재밌네요
삼사라(संसार)(15세 개정판),오묘한 분위기 좋아요 재밌어요
삼사라(संसार)(15세 개정판),재밌는 것 같아요 
삼사라(संसार)(15세 개정판),표지가 너무 맘에들어요
삼사라(संसार)(15세 개정판),키워드 취저라 시작해 봅니다 재밌게 잘 보겠습니다
거짓말 같은 후회 (15세 개정판),여주 넘 아니네요 뒤로 호박씨 까는 스타일같아서 보기 힘들어요
거짓말 같은 후회 (15세 개정판),재밌게 잘봤어요  
거짓말 같은 후회 (15세 개정판),고구마 같은 스토리지만 남주 여주가 답답하지는 않아서 재미있어요  후회남 남주지만 자각도 빠르고 딥답녀 여주 캐릭이지만 결단도 빠르고 단호해서 잘 읽히네요
거짓말 같은 후회 (15세 개정판),술술읽히네요 남주가 매력있어요   
거짓말 같은 후회 (15세 개정판),전개도 빠른 편이고 맘에 듭니다
거짓말 같은 후회 (15세 개정판),남자 주인공이 완전 매력적이에요 
거짓말 같은 후회 (15세 개정판),시간 가는 줄 모르고 읽게 됩니다 
거짓말 같은 후회 (15세 개정판),무난한 설정이라 술술 볼 수 있어요
거짓말 같은 후회 (15세 개정판),후회남 너무 좋아하는데 기대됩니다
거짓말 같은 후회 (15세 개정판),등장인물이 좋고 소재도 취향입니다
거짓말 같은 후회 (15세 개정판),설정 좋고 스토리가 탄탄해서 흡입력 있어요 
거짓말 같은 후회 (15세 개정판),재밌어요 클리셰 스토리라 술술 볼 수 있어요
거짓말 같은 후회 (15세 개정판),아는 맛인데 감정 변화가 흥미로워요    
거짓말 같은 후회 (15세 개정판),난 싸가지 없는 안경남이 너무 좋다   
거짓말 같은 후회 (15세 개정판),남주와 여주가 입체적인 캐릭터네요
거짓말 같은 후회 (15세 개정판),시작부터 흥미롭고 재밌어요 연재 기대돼요
거짓말 같은 후회 (15세 개정판),표지 맘에 들어서 봤는데 스토리도 흥미진진하네요
거짓말 같은 후회 (15세 개정판),문체도 잘 맞고 관계가 흥미진진했어요
거짓말 같은 후회 (15세 개정판),흥미진진해서 다음 편도 빨리 보고 싶어요 
거짓말 같은 후회 (15세 개정판),전개 속도 좋고 필력 좋으셔서 재밌게 봤습니다
거짓말 같은 후회 (15세 개정판),전개가 탄탄한 계약연애물이라 너무 재밌어요
거짓말 같은 후회 (15세 개정판),나쁜 남자는 욕하면서도 보는 맛이 있음
거짓말 같은 후회 (15세 개정판),이 관계성이 어떻게 변화 할지 기대돼요
거짓말 같은 후회 (15세 개정판),부모에게 받은 상처로 여주에 대한 감정을 부정하는 남주가 안타까웠어요 아마 여주에게 받은 위로로 자신이 나약해질까봐 자기방어기제로 스스로를 보호하려는 것 같은데 얼른 인정하고 여주를 이용하는게 아닌 진짜 사랑을 하며 행복해지길 바라는 마음이 드네요  여주 역시 어쩔 수 없는 상황상 돈이 연결되어 있지만 진심은 남주를 좋아하기에 숨기고 있지만 솔직하게 말한다면 오해가 없어질 것 같은데 둘 다 마음속에 숨긴 말들이 많아서 읽으면서 이별할까봐 조마조마해요 다음화가 궁금해져서 연재 따라가요
거짓말 같은 후회 (15세 개정판),아는맛 스폰물인데 차분한 묘사나 섬세한 감정선이 좋았습니다
거짓말 같은 후회 (15세 개정판),취향에 맞아서 재밌게 읽었어요
거짓말 같은 후회 (15세 개정판),킴쓰컴퍼니 작가님 좋아하는데 완전 재미있어요
거짓말 같은 후회 (15세 개정판),킴쓰컴퍼니님표 나쁜 남자 기대돼요   
거짓말 같은 후회 (15세 개정판),쌉쌀한 로맨스 좋아요
거짓말 같은 후회 (15세 개정판),조합이 좋아서 재미있어요 감정선도 흥미롭고 기대되네요
거짓말 같은 후회 (15세 개정판),적당한 수준의 나쁜남자라 좋아요  
거짓말 같은 후회 (15세 개정판),캐릭터도 찰떡이고 운명적인 느낌이 나서 좋아요 
거짓말 같은 후회 (15세 개정판),나쁜남주 매력이 독특하고 재밌어요
거짓말 같은 후회 (15세 개정판),표지가 예쁘고 후회 남주라 좋네요
거짓말 같은 후회 (15세 개정판),남주가 갱생불가 정도는 아니라서 후회가 기다려지네요
거짓말 같은 후회 (15세 개정판),좋아하는 키워드가 많아서 몰입이 잘 돼요
거짓말 같은 후회 (15세 개정판),몰입도 좋고 재밌어서 술술템이에요
거짓말 같은 후회 (15세 개정판),재밌어요  캐디 마음에 드네요 
거짓말 같은 후회 (15세 개정판),작가님 믿고 시작했는데 몰입감 좋아요 
거짓말 같은 후회 (15세 개정판),스토리가 재밌어서 다음화도 기대됩니다 
거짓말 같은 후회 (15세 개정판),클리셰물 좋아해서 재밌어요 
거짓말 같은 후회 (15세 개정판),둘 사이 긴장감도 있고 재밌게 읽었어요
거짓말 같은 후회 (15세 개정판),나나웨이 좋아해서 기대됩니다
거짓말 같은 후회 (15세 개정판),남주 여주 입체적인 캐릭터라 재미있어요
거짓말 같은 후회 (15세 개정판),재밌게 잘 봤습니다 텐션 좋고 흥미롭네요
거짓말 같은 후회 (15세 개정판),둘 케미와 관계성이 취저에요
거짓말 같은 후회 (15세 개정판),나쁜남주 클리셰지만 재밌어요
거짓말 같은 후회 (15세 개정판),작가님 주인공들은 항상 취향이에요
거짓말 같은 후회 (15세 개정판),여주 캐릭터가 진짜 마음에 들어요
거짓말 같은 후회 (15세 개정판),좋아하는 소재랑 설정이라서 보기 시작했는데 재미있게 잘 보고 있어요  글도 술술 잘 읽혀서 좋네요  완결까지 기대할게요 
개같은 아저씨(15세 개정판),나이차이 많이 나는거 싫어하는데 이 아저씨는 좀 괜찮을지도     
개같은 아저씨(15세 개정판),리디에서 처음구매했는데 거침없이 다봤네요 여주부럽다는  
개같은 아저씨(15세 개정판),재미있게 보고 있어요 화이팅
개같은 아저씨(15세 개정판),도둑놈 아저씨 남주   
개같은 아저씨(15세 개정판),여주 오른쪽 귀의 청력이 살아있어서 다행이네요 그런데 남주가 이렇게까지 호의를 베푸는데는 다른 이유가 있을 것 같은데 여주가 남주만 보면 설레어해서 서로 좋아하는게 맞는지 의아하기도 한데 서영이와 마주친 후에 애기와 데이트에 방해 받았다는 말을 한 것 보면 남주 역시 여주를 점점 마음에 둔 게 맞다는 생각이 들지만 여주는 남주와 서영의 관계를 오해하고 자신보다 잘난 서영을 질투하는 모습을 보니 조만간 사달이 날 것 같아 읽으면서 흥미진진해서 연재 따라가요
개같은 아저씨(15세 개정판),이야기에 몰입하게 만드는 힘이 있는 작품이에요
개같은 아저씨(15세 개정판),어떻게 살아도 그렇게 다 챙겨주면 감동 받지 이 자식아
개같은 아저씨(15세 개정판),  살 나이차의 아저씨가 처연하고 순한 여주를 살살 둥기둥기해주며 데리고 연애하는 이야기인데 둘의 나이차만큼 경험차이가 있어서인지 아무것도 아닌 일상적인 대화에도 섹슈얼한 느낌이 느껴지네요 여주 환경이 지금까지 너무 힘들었는데 남주에게서 위안받고 좀 행복해졌으면 좋겠어요
개같은 아저씨(15세 개정판),역시 판타지는 판타지다  현실에선 나이 차 연애 보기 더럽지만 픽션은 왜 재밌는지 
개같은 아저씨(15세 개정판),글텐션이 좋고 전개도 흥미진진해요
개같은 아저씨(15세 개정판),나이차이 나는데도 설레고 재밌어요
개같은 아저씨(15세 개정판),주인공들의 관계성이 흥미롭고 재밌어요
개같은 아저씨(15세 개정판),키워드가 흥미롭고 스토리도 재밌어요
개같은 아저씨(15세 개정판),남주여주의 케미가 좋고 재밌어요
개같은 아저씨(15세 개정판),어둡고 지친 소희의삶에 원호로 바꾸어질수있는 사랑과 기쁨을 기대해도될까요 
개같은 아저씨(15세 개정판),즐겁게 보고 있습니다    캐릭터들이 매력적이예요  우리 소희 어서 행복해지면 좋겠어요   스토리도 흥미진진합니다 
개같은 아저씨(15세 개정판),이벤트로 봤는데 기대되네요 
개같은 아저씨(15세 개정판),아저씨 진짜 도둑놈이시네요  입으론 애기라고 부르면서   
개같은 아저씨(15세 개정판),작품 스토리가 흥미로뭐요 
개같은 아저씨(15세 개정판),입걸레   세 계도동놈씨가   살 애기를      말잇못 입틀막  뭔가 되게 날것의 느낌이라 수위가 빠꾸없이 느껴지는거같아요   
개같은 아저씨(15세 개정판),재밌을거 같아요 기대해 볼께요
개같은 아저씨(15세 개정판),캐릭터들이 매력있고 좋아요  
개같은 아저씨(15세 개정판),아 이런 작품 너무 좋아해서 큰일임
개같은 아저씨(15세 개정판),나이차나는데다 관계성도 흥미진진해요
개같은 아저씨(15세 개정판),재밌어요  앞으로도 기대됩니다   
개같은 아저씨(15세 개정판),재밌을 것 같습니다
개같은 아저씨(15세 개정판),기대돼요 응원합니다 
개같은 아저씨(15세 개정판),남주와 여주의 상황들이 어떻게 흘러갈지 궁금하고 흥미진진합니다
개같은 아저씨(15세 개정판),재미있게 보고 있어요
개같은 아저씨(15세 개정판),가볍게 읽기 좋아요
개같은 아저씨(15세 개정판),                                                                                                                                                                                           
개같은 아저씨(15세 개정판),스토리도 좋고 캐릭터도 매력있어요 
개같은 아저씨(15세 개정판),하이고 공부 잘하는 소희가 집나간 엄마 사채 빚 때문에 전기 끊긴 집에서 알바로 빚 갚고 추운데 난방도 못하고   억울하다  예쁜 얼굴이 독이 되었네  원호가 빚을 인수받아 김사장보다는 젠틀하게 행동하지만 빚 갚는 소희가 맘고생이 심하구나  소희도 좋은 사람 만나 평범하게 살았으면 좋겠는데 이미 사채업자 계원호랑 엮였음   잘생긴 원호아저씨와 소희의 집착과 애정을 넘나드는 소설   눈을 뗄수 없음 
개같은 아저씨(15세 개정판),개저씨 순진녀조합 맛있어요
개같은 아저씨(15세 개정판),작품 분위기가 마음에 들어요 재밌어요
개같은 아저씨(15세 개정판),키워드 취저라 시작해 봅니다 재밌게 잘 보겠습니다
저격 (15세 개정판),이대로 끝이라구요  너무재밋는데
저격 (15세 개정판),저격수 여주도 신선하고 텐션도 좋아서 술술읽혀요
저격 (15세 개정판),전개도 빠른 편이고 남주 여주 맘에 듭니다
저격 (15세 개정판),주인공 입체적이라 보기 좋았어요 
저격 (15세 개정판),긴장감 넘치는 전개라 계속 보게 됩니다 
저격 (15세 개정판),남자 주인공이 좋아서 시간 가는 줄 모르고 읽었어요
저격 (15세 개정판),남주여주 직업도 독특하고 무난하게 읽기 좋아요
저격 (15세 개정판),재밌게 잘 봤습니다 소재부터 흥미진진하네요
저격 (15세 개정판),등장인물이 개성 있고 매력적입니다 
저격 (15세 개정판),관계성이렁 서사가 취저에요 
저격 (15세 개정판),작가님 남주들은 전부 매력 있고 마음에 드네요
저격 (15세 개정판),사건도 흥미진진하고 전체적으로 재밌어요
저격 (15세 개정판),재밌어요 남주 좋아하는 스타일이에요
저격 (15세 개정판),조합도 좋고 케미도 좋고 재밌어요  
저격 (15세 개정판),여주남주 둘다 취향인 캐릭터네요
저격 (15세 개정판),남자 주인공이 매력 넘쳐서 좋아요
저격 (15세 개정판),하 이런 미친 남주 처음이야
저격 (15세 개정판),아직 초반인데 재밌어서 연재가 기대돼요
저격 (15세 개정판),표지 맘에 들어서 봤는데 스토리도 흥미진진하네요
저격 (15세 개정판),주인공들 캐릭터 합이 잘 맞아요
저격 (15세 개정판),남주와 여주 사이 독특한 분위기가 좋아요
저격 (15세 개정판),설정은 국정원인데 위험한 뒷골목 조직 느낌이 물씬 나요      
저격 (15세 개정판),재밌게 읽고 있어요 카리스마 있고 섹시한 남주 좋아해요
저격 (15세 개정판),둘 조합이 넘 좋고 재밌습니다    
저격 (15세 개정판),설정이 취향에 맞아서 재밌게 읽고 있어요
저격 (15세 개정판),남주여주 관계 흥미롭고 배경도 좋아요 
저격 (15세 개정판),자신이 죽길 바라는 마음으로 방치하고 굶겼던 모친이 죽었을 때 그닥 슬픈 기분도 눈물도 나지 않았다는 여주가 가여우면서도 이해가 갔어요 어려서부터 당한 학대의 결과가 아닐까 생각하게 되더라고요 그래도 이제는 남주와 함께 소소하면서도 행복한 삶을 시작하려는데 저격수라는 일이 자꾸 걸림돌이 되는게 안타까웠어요 감금 상태에서 남주가 구하러 온다고 했지만 폭행까지 당하는데 과연 무사할지 궁금해져서 연재 따라가요
저격 (15세 개정판),블랙라엘 작품 좋아하는데 완전 재미있어요
저격 (15세 개정판),즐겁게 보고 있습니다    캐릭터들이 매력적이예요  우리 팀장님 섹시해서 너무 좋네요   스토리도 흥미진진합니다 
저격 (15세 개정판),캐릭터부터 취향저격이고 재밌어요  
저격 (15세 개정판),등장인물이 입체적이에요 감정선도 좋고 잘봤어요
저격 (15세 개정판),캐릭터들 매력있고 재밌어요 
저격 (15세 개정판),서사도 흥미롭고 너무 재밌어요
저격 (15세 개정판),남주 성격이 맘에 들고 재밌습니다  
저격 (15세 개정판),좋아하는 소재가 많아서 몰입이 잘돼요
저격 (15세 개정판),주인공 사이가 흥미롭고 몰입도도 좋은 편이에요
저격 (15세 개정판),주인공들 매력적이고 술술템이에요
저격 (15세 개정판),인물간 긴장감이 딱 적절하고 은근 유머코드가 맞아서 재밌게 읽고 있어요
저격 (15세 개정판),여주와 남주가 잘 어울려서 좋네요  
저격 (15세 개정판),클리셰 같은데 캐디가 신선해서 재밌는 것 같아요
저격 (15세 개정판),흡입력 있고 술술 보기 좋아요 
저격 (15세 개정판),키워드 취향이고 재미있어요 
저격 (15세 개정판),문체가 건조하고 섹시해요
저격 (15세 개정판),분위기와 캐릭터가 좋아서 잘 봤어요
저격 (15세 개정판),무심결 재밌게 읽어서 기대됩니다
저격 (15세 개정판),현세가 굉장히 매력적이네요   둘다 실력이 좋아서 더 멋지네요   
저격 (15세 개정판),캐릭터들이 매력있네요   
저격 (15세 개정판),감정선이 흥미롭고 재밌게 봤습니다
저격 (15세 개정판),블랙요원 설정 마음에 들어요    
저격 (15세 개정판),좋아하는 작가님인데 남여주 매력적이네요 
그럴 듯한 거짓말,재밌게 잘 봤습니다  
그럴 듯한 거짓말,잼나요   작가님    잼있어용  
그럴 듯한 거짓말,다음편 너무너무 궁금해요
그럴 듯한 거짓말,중간 단계인데 너무 재미있어요  
그럴 듯한 거짓말,외전 기다려요 재밌었어요  
그럴 듯한 거짓말,분위기가 잔잔하고 억지스럽지 않아서 좋아요
그럴 듯한 거짓말,여주 캐릭터 맘에 드네요  웹툰으로 작가님 알았지만 원작도 좋네요    금도 이 작품있으면 좋겠어요  사연있는 남녀인데 남자는 섹시미가 있네요  여자는 어른스럽고 성숙  작가님 꺼 다른작품도 정독중인데  어른동화 같으면서도 씬도 잘쓰시네요  개연성 없이 클리세 범벅인 이세계에서 한줄기 꽃과같은분    
그럴 듯한 거짓말,재밌게 읽었습니다  
그럴 듯한 거짓말,재미있게 읽고 있어요
그럴 듯한 거짓말,    일전에 읽고  오늘 다시읽었네요    외전까지 재미있어요
그럴 듯한 거짓말,외전으로 빨리 와주세요  
그럴 듯한 거짓말,외전언제나와요 기다릴께요
그럴 듯한 거짓말,미혼모 여주는 뭔가 사연이 있늣듯한데 앞으로 어떻게 사연이 펼쳐질지 궁금하네요
그럴 듯한 거짓말,잔잔하네요  외전이 없어서 그런지 갑자기 끝난느낌 
그럴 듯한 거짓말,외전어딨어          
그럴 듯한 거짓말,연하남이 매력적으로 보일줄이야   
